1, calculate_temp, 6, 2, 64, 64, 13534, 
1, calculate_temp, 6, 2, 64, 64, 4049, 
1, calculate_temp, 6, 2, 64, 64, 2733, 
T, ,6, , , , , , 24789
1, calculate_temp, 262, 2, 64, 64, 13238, 
1, calculate_temp, 262, 2, 64, 64, 4087, 
1, calculate_temp, 262, 2, 64, 64, 2761, 
1, calculate_temp, 262, 2, 64, 64, 2584, 
1, calculate_temp, 262, 2, 64, 64, 2613, 
1, calculate_temp, 262, 2, 64, 64, 2784, 
1, calculate_temp, 262, 2, 64, 64, 2555, 
1, calculate_temp, 262, 2, 64, 64, 2587, 
1, calculate_temp, 262, 2, 64, 64, 2621, 
1, calculate_temp, 262, 2, 64, 64, 2580, 
1, calculate_temp, 262, 2, 64, 64, 2738, 
1, calculate_temp, 262, 2, 64, 64, 2556, 
1, calculate_temp, 262, 2, 64, 64, 2582, 
1, calculate_temp, 262, 2, 64, 64, 2543, 
1, calculate_temp, 262, 2, 64, 64, 2824, 
1, calculate_temp, 262, 2, 64, 64, 2539, 
1, calculate_temp, 262, 2, 64, 64, 2588, 
1, calculate_temp, 262, 2, 64, 64, 2525, 
1, calculate_temp, 262, 2, 64, 64, 2535, 
1, calculate_temp, 262, 2, 64, 64, 2723, 
1, calculate_temp, 262, 2, 64, 64, 2524, 
1, calculate_temp, 262, 2, 64, 64, 2533, 
1, calculate_temp, 262, 2, 64, 64, 2573, 
1, calculate_temp, 262, 2, 64, 64, 2710, 
1, calculate_temp, 262, 2, 64, 64, 2526, 
1, calculate_temp, 262, 2, 64, 64, 2521, 
1, calculate_temp, 262, 2, 64, 64, 2541, 
1, calculate_temp, 262, 2, 64, 64, 2531, 
1, calculate_temp, 262, 2, 64, 64, 2716, 
1, calculate_temp, 262, 2, 64, 64, 2539, 
1, calculate_temp, 262, 2, 64, 64, 2538, 
1, calculate_temp, 262, 2, 64, 64, 2517, 
1, calculate_temp, 262, 2, 64, 64, 2751, 
1, calculate_temp, 262, 2, 64, 64, 2525, 
1, calculate_temp, 262, 2, 64, 64, 2540, 
1, calculate_temp, 262, 2, 64, 64, 2552, 
1, calculate_temp, 262, 2, 64, 64, 2523, 
1, calculate_temp, 262, 2, 64, 64, 2723, 
1, calculate_temp, 262, 2, 64, 64, 2557, 
1, calculate_temp, 262, 2, 64, 64, 2547, 
1, calculate_temp, 262, 2, 64, 64, 2539, 
1, calculate_temp, 262, 2, 64, 64, 2540, 
1, calculate_temp, 262, 2, 64, 64, 2685, 
1, calculate_temp, 262, 2, 64, 64, 2527, 
1, calculate_temp, 262, 2, 64, 64, 2542, 
1, calculate_temp, 262, 2, 64, 64, 2528, 
1, calculate_temp, 262, 2, 64, 64, 2882, 
1, calculate_temp, 262, 2, 64, 64, 2525, 
1, calculate_temp, 262, 2, 64, 64, 2546, 
1, calculate_temp, 262, 2, 64, 64, 2584, 
