1, layerforward, 8192, 2339312,
0, bpnnCPU, 8192, 6842,
1, adjust_weights, 8192, 3449879
T, ,8192, ,5801370
1, layerforward, 9216, 2343644,
0, bpnnCPU, 9216, 8531,
1, adjust_weights, 9216, 3486107
T, ,9216, ,5843724
1, layerforward, 10240, 2351305,
0, bpnnCPU, 10240, 10990,
1, adjust_weights, 10240, 3476031
T, ,10240, ,5843826
1, layerforward, 11264, 2375913,
0, bpnnCPU, 11264, 8702,
1, adjust_weights, 11264, 3482381
T, ,11264, ,5872571
1, layerforward, 12288, 2358890,
0, bpnnCPU, 12288, 8705,
1, adjust_weights, 12288, 3532628
T, ,12288, ,5906404
1, layerforward, 13312, 2370209,
0, bpnnCPU, 13312, 8951,
1, adjust_weights, 13312, 3573144
T, ,13312, ,5958207
1, layerforward, 14336, 2376917,
0, bpnnCPU, 14336, 9028,
1, adjust_weights, 14336, 3585211
T, ,14336, ,5976879
1, layerforward, 15360, 2380215,
0, bpnnCPU, 15360, 9217,
1, adjust_weights, 15360, 3606989
T, ,15360, ,6001598
1, layerforward, 16384, 925095,
0, bpnnCPU, 16384, 8865,
1, adjust_weights, 16384, 3791331
T, ,16384, ,4730709
1, layerforward, 17408, 1047582,
0, bpnnCPU, 17408, 8994,
1, adjust_weights, 17408, 3703941
T, ,17408, ,4766763
1, layerforward, 18432, 1058517,
0, bpnnCPU, 18432, 9277,
1, adjust_weights, 18432, 3719115
T, ,18432, ,4792643
1, layerforward, 19456, 1066226,
0, bpnnCPU, 19456, 9142,
1, adjust_weights, 19456, 3763383
T, ,19456, ,4844514
1, layerforward, 20480, 1055297,
0, bpnnCPU, 20480, 9251,
1, adjust_weights, 20480, 3783302
T, ,20480, ,4854098
1, layerforward, 21504, 1079594,
0, bpnnCPU, 21504, 11652,
1, adjust_weights, 21504, 3846491
T, ,21504, ,4943231
1, layerforward, 22528, 1077384,
0, bpnnCPU, 22528, 9704,
1, adjust_weights, 22528, 3852011
T, ,22528, ,4944810
1, layerforward, 23552, 1098103,
0, bpnnCPU, 23552, 9036,
1, adjust_weights, 23552, 3886885
T, ,23552, ,5002939
1, layerforward, 24576, 1108723,
0, bpnnCPU, 24576, 8853,
