1, lud_diagonal, 256, 0, 16, 12506,
1, lud_perimeter, 256, 0, 16, 3497,
1, lud_internal, 256, 0, 16, 2416,
1, lud_diagonal, 256, 16, 16, 1971,
1, lud_perimeter, 256, 16, 16, 1893,
1, lud_internal, 256, 16, 16, 1867,
1, lud_diagonal, 256, 32, 16, 2059,
1, lud_perimeter, 256, 32, 16, 1924,
1, lud_internal, 256, 32, 16, 1953,
1, lud_diagonal, 256, 48, 16, 1915,
1, lud_perimeter, 256, 48, 16, 1837,
1, lud_internal, 256, 48, 16, 2041,
1, lud_diagonal, 256, 64, 16, 1844,
1, lud_perimeter, 256, 64, 16, 1835,
1, lud_internal, 256, 64, 16, 1847,
1, lud_diagonal, 256, 80, 16, 2052,
1, lud_perimeter, 256, 80, 16, 1893,
1, lud_internal, 256, 80, 16, 1902,
1, lud_diagonal, 256, 96, 16, 1843,
1, lud_perimeter, 256, 96, 16, 1840,
1, lud_internal, 256, 96, 16, 2035,
1, lud_diagonal, 256, 112, 16, 1844,
1, lud_perimeter, 256, 112, 16, 1844,
1, lud_internal, 256, 112, 16, 1831,
1, lud_diagonal, 256, 128, 16, 1915,
1, lud_perimeter, 256, 128, 16, 2071,
1, lud_internal, 256, 128, 16, 1836,
1, lud_diagonal, 256, 144, 16, 1847,
1, lud_perimeter, 256, 144, 16, 1836,
1, lud_internal, 256, 144, 16, 2085,
1, lud_diagonal, 256, 160, 16, 1907,
1, lud_perimeter, 256, 160, 16, 1890,
1, lud_internal, 256, 160, 16, 1954,
1, lud_diagonal, 256, 176, 16, 1945,
1, lud_perimeter, 256, 176, 16, 2089,
1, lud_internal, 256, 176, 16, 1890,
1, lud_diagonal, 256, 192, 16, 1929,
1, lud_perimeter, 256, 192, 16, 1888,
1, lud_internal, 256, 192, 16, 2135,
1, lud_diagonal, 256, 208, 16, 1853,
1, lud_perimeter, 256, 208, 16, 1833,
1, lud_internal, 256, 208, 16, 1840,
1, lud_diagonal, 256, 224, 16, 1858,
1, lud_perimeter, 256, 224, 16, 2023,
1, lud_internal, 256, 224, 16, 1851,
1, lud_diagonal, 256, 240, 16, 1930,
T, , 256, , 16, 117113,
1, lud_diagonal, 512, 0, 16, 12829,
1, lud_perimeter, 512, 0, 16, 3271,
1, lud_internal, 512, 0, 16, 2461,
1, lud_diagonal, 512, 16, 16, 2025,
1, lud_perimeter, 512, 16, 16, 1863,
1, lud_internal, 512, 16, 16, 1854,
1, lud_diagonal, 512, 32, 16, 2080,
1, lud_perimeter, 512, 32, 16, 1844,
1, lud_internal, 512, 32, 16, 1900,
1, lud_diagonal, 512, 48, 16, 1865,
1, lud_perimeter, 512, 48, 16, 1829,
1, lud_internal, 512, 48, 16, 2092,
1, lud_diagonal, 512, 64, 16, 1853,
1, lud_perimeter, 512, 64, 16, 1835,
1, lud_internal, 512, 64, 16, 1844,
1, lud_diagonal, 512, 80, 16, 2040,
1, lud_perimeter, 512, 80, 16, 1906,
1, lud_internal, 512, 80, 16, 1823,
1, lud_diagonal, 512, 96, 16, 1837,
1, lud_perimeter, 512, 96, 16, 1835,
1, lud_internal, 512, 96, 16, 2014,
1, lud_diagonal, 512, 112, 16, 1839,
1, lud_perimeter, 512, 112, 16, 1840,
1, lud_internal, 512, 112, 16, 1832,
1, lud_diagonal, 512, 128, 16, 1866,
1, lud_perimeter, 512, 128, 16, 1989,
1, lud_internal, 512, 128, 16, 1862,
1, lud_diagonal, 512, 144, 16, 1839,
1, lud_perimeter, 512, 144, 16, 1870,
1, lud_internal, 512, 144, 16, 2066,
1, lud_diagonal, 512, 160, 16, 1919,
1, lud_perimeter, 512, 160, 16, 1887,
1, lud_internal, 512, 160, 16, 1953,
1, lud_diagonal, 512, 176, 16, 1913,
