1, kernel, 20, 0, 132312,
1, kernel, 20, 1, 755514146,
1, kernel, 20, 2, 744167617,
1, kernel, 20, 3, 744176178,
1, kernel, 20, 4, 744934536,
1, kernel, 20, 5, 745681793,
1, kernel, 20, 6, 744272913,
1, kernel, 20, 7, 744826943,
1, kernel, 20, 8, 743979038,
1, kernel, 20, 9, 745258090,
1, kernel, 20, 10, 745524527,
1, kernel, 20, 11, 745033755,
1, kernel, 20, 12, 745909397,
1, kernel, 20, 13, 744828431,
1, kernel, 20, 14, 744944310,
1, kernel, 20, 15, 745493238,
1, kernel, 20, 16, 746093281,
1, kernel, 20, 17, 744394609,
1, kernel, 20, 18, 744058515,
1, kernel, 20, 19, 745242743,
1, , 20, , 1359315781
1, kernel, 21, 0, 133391,
1, kernel, 21, 1, 749792840,
1, kernel, 21, 2, 745748820,
1, kernel, 21, 3, 744505054,
1, kernel, 21, 4, 744391820,
1, kernel, 21, 5, 744416783,
1, kernel, 21, 6, 744667712,
1, kernel, 21, 7, 744798452,
1, kernel, 21, 8, 744908808,
1, kernel, 21, 9, 748093904,
1, kernel, 21, 10, 746202333,
1, kernel, 21, 11, 744963951,
1, kernel, 21, 12, 745760959,
1, kernel, 21, 13, 744055685,
1, kernel, 21, 14, 745044844,
1, kernel, 21, 15, 744206212,
1, kernel, 21, 16, 744538079,
1, kernel, 21, 17, 744575618,
1, kernel, 21, 18, 743774206,
1, kernel, 21, 19, 743959063,
1, kernel, 21, 20, 745015305,
1, , 21, , 2102492833
1, kernel, 22, 0, 179073,
1, kernel, 22, 1, 754953561,
1, kernel, 22, 2, 745672832,
1, kernel, 22, 3, 744404874,
1, kernel, 22, 4, 744586311,
1, kernel, 22, 5, 744186747,
1, kernel, 22, 6, 744540873,
1, kernel, 22, 7, 744863448,
1, kernel, 22, 8, 745504621,
1, kernel, 22, 9, 745363794,
1, kernel, 22, 10, 744770087,
1, kernel, 22, 11, 744300948,
1, kernel, 22, 12, 744526623,
1, kernel, 22, 13, 743603443,
1, kernel, 22, 14, 744543370,
1, kernel, 22, 15, 744979236,
1, kernel, 22, 16, 746222985,
1, kernel, 22, 17, 744620750,
1, kernel, 22, 18, 744886923,
1, kernel, 22, 19, 744628773,
1, kernel, 22, 20, 744685730,
1, kernel, 22, 21, 745255213,
1, , 22, , -1440500013
1, kernel, 23, 0, 147618,
1, kernel, 23, 1, 750613614,
1, kernel, 23, 2, 744710346,
1, kernel, 23, 3, 745457465,
1, kernel, 23, 4, 744354058,
1, kernel, 23, 5, 744081666,
1, kernel, 23, 6, 744834125,
1, kernel, 23, 7, 745181985,
1, kernel, 23, 8, 744507314,
1, kernel, 23, 9, 745581111,
1, kernel, 23, 10, 744776346,
1, kernel, 23, 11, 745169058,
1, kernel, 23, 12, 745385165,
1, kernel, 23, 13, 744731236,
1, kernel, 23, 14, 744801611,
1, kernel, 23, 15, 744709521,
1, kernel, 23, 16, 745149966,
1, kernel, 23, 17, 745078565,
1, kernel, 23, 18, 744760026,
1, kernel, 23, 19, 745013050,
1, kernel, 23, 20, 745146458,
1, kernel, 23, 21, 745355484,
1, kernel, 23, 22, 745780886,
1, , 23, , -693210738
1, kernel, 24, 0, 180925,
1, kernel, 24, 1, 752637156,
1, kernel, 24, 2, 744770107,
1, kernel, 24, 3, 752156252,
1, kernel, 24, 4, 743947523,
1, kernel, 24, 5, 745770383,
1, kernel, 24, 6, 744406743,
1, kernel, 24, 7, 744964194,
1, kernel, 24, 8, 744025695,
1, kernel, 24, 9, 744283569,
1, kernel, 24, 10, 744370981,
1, kernel, 24, 11, 744508026,
1, kernel, 24, 12, 744609520,
1, kernel, 24, 13, 745099481,
1, kernel, 24, 14, 744680501,
1, kernel, 24, 15, 744805969,
1, kernel, 24, 16, 744428005,
1, kernel, 24, 17, 744583372,
1, kernel, 24, 18, 751879611,
1, kernel, 24, 19, 745088986,
1, kernel, 24, 20, 744800988,
1, kernel, 24, 21, 745151741,
1, kernel, 24, 22, 744094202,
1, kernel, 24, 23, 750657735,
1, , 24, , 72504962
1, kernel, 25, 0, 132385,
1, kernel, 25, 1, 751808819,
1, kernel, 25, 2, 744660848,
1, kernel, 25, 3, 744964518,
1, kernel, 25, 4, 744749135,
1, kernel, 25, 5, 745222159,
1, kernel, 25, 6, 745251928,
1, kernel, 25, 7, 746577679,
1, kernel, 25, 8, 746087108,
1, kernel, 25, 9, 745927698,
1, kernel, 25, 10, 745246414,
1, kernel, 25, 11, 748240941,
1, kernel, 25, 12, 745675707,
1, kernel, 25, 13, 744960895,
1, kernel, 25, 14, 745692081,
1, kernel, 25, 15, 744446326,
1, kernel, 25, 16, 745140719,
1, kernel, 25, 17, 744882230,
1, kernel, 25, 18, 745265430,
1, kernel, 25, 19, 745668667,
1, kernel, 25, 20, 744939335,
1, kernel, 25, 21, 752479658,
1, kernel, 25, 22, 746396689,
1, kernel, 25, 23, 745162482,
1, kernel, 25, 24, 745797080,
1, , 25, , 824979692
1, kernel, 26, 0, 133416,
1, kernel, 26, 1, 754850707,
1, kernel, 26, 2, 754002865,
1, kernel, 26, 3, 750705569,
1, kernel, 26, 4, 745338451,
1, kernel, 26, 5, 744230580,
1, kernel, 26, 6, 745097072,
1, kernel, 26, 7, 745144999,
1, kernel, 26, 8, 745964165,
1, kernel, 26, 9, 745192855,
1, kernel, 26, 10, 745039979,
1, kernel, 26, 11, 744802335,
1, kernel, 26, 12, 745838424,
1, kernel, 26, 13, 747227460,
1, kernel, 26, 14, 745534668,
1, kernel, 26, 15, 744801981,
1, kernel, 26, 16, 747540129,
1, kernel, 26, 17, 744962009,
1, kernel, 26, 18, 745533926,
1, kernel, 26, 19, 744886153,
1, kernel, 26, 20, 745161296,
1, kernel, 26, 21, 744004334,
1, kernel, 26, 22, 744967171,
1, kernel, 26, 23, 745466250,
1, kernel, 26, 24, 745242342,
1, kernel, 26, 25, 744763205,
1, , 26, , 1580354409
1, kernel, 27, 0, 133653,
1, kernel, 27, 1, 755402939,
1, kernel, 27, 2, 744964994,
1, kernel, 27, 3, 744311777,
1, kernel, 27, 4, 744706336,
1, kernel, 27, 5, 745799215,
1, kernel, 27, 6, 745717686,
1, kernel, 27, 7, 744738611,
1, kernel, 27, 8, 744448859,
1, kernel, 27, 9, 744692066,
1, kernel, 27, 10, 744870976,
1, kernel, 27, 11, 745462792,
1, kernel, 27, 12, 744324440,
1, kernel, 27, 13, 745454193,
1, kernel, 27, 14, 745200264,
1, kernel, 27, 15, 745163940,
1, kernel, 27, 16, 744618705,
1, kernel, 27, 17, 744297264,
1, kernel, 27, 18, 744876294,
1, kernel, 27, 19, 745584669,
1, kernel, 27, 20, 745655102,
1, kernel, 27, 21, 744881285,
1, kernel, 27, 22, 745654380,
1, kernel, 27, 23, 752295466,
1, kernel, 27, 24, 744806975,
1, kernel, 27, 25, 745575993,
1, kernel, 27, 26, 744823569,
1, , 27, , -1978860703
1, kernel, 28, 0, 131721,
1, kernel, 28, 1, 753719301,
1, kernel, 28, 2, 745457301,
1, kernel, 28, 3, 746543951,
1, kernel, 28, 4, 745717411,
1, kernel, 28, 5, 751359192,
1, kernel, 28, 6, 746608961,
1, kernel, 28, 7, 745296162,
1, kernel, 28, 8, 744619814,
1, kernel, 28, 9, 745029884,
1, kernel, 28, 10, 752226012,
1, kernel, 28, 11, 746045157,
1, kernel, 28, 12, 745660296,
1, kernel, 28, 13, 745353526,
1, kernel, 28, 14, 744802182,
1, kernel, 28, 15, 745279205,
1, kernel, 28, 16, 745941438,
1, kernel, 28, 17, 745882533,
1, kernel, 28, 18, 745213837,
1, kernel, 28, 19, 746014900,
1, kernel, 28, 20, 749648387,
1, kernel, 28, 21, 746520012,
1, kernel, 28, 22, 748053309,
1, kernel, 28, 23, 745766298,
1, kernel, 28, 24, 745157535,
1, kernel, 28, 25, 745188047,
1, kernel, 28, 26, 744325621,
1, kernel, 28, 27, 745508079,
1, , 28, , -1206172454
1, kernel, 29, 0, 131117,
1, kernel, 29, 1, 751823045,
1, kernel, 29, 2, 744845610,
1, kernel, 29, 3, 744657678,
1, kernel, 29, 4, 744929413,
1, kernel, 29, 5, 745058306,
1, kernel, 29, 6, 744881762,
1, kernel, 29, 7, 744773775,
1, kernel, 29, 8, 745527924,
1, kernel, 29, 9, 745478827,
1, kernel, 29, 10, 745529573,
1, kernel, 29, 11, 744730143,
1, kernel, 29, 12, 744909040,
1, kernel, 29, 13, 744856629,
1, kernel, 29, 14, 745700709,
1, kernel, 29, 15, 744911167,
1, kernel, 29, 16, 744670169,
1, kernel, 29, 17, 745814473,
1, kernel, 29, 18, 744659242,
1, kernel, 29, 19, 746208476,
1, kernel, 29, 20, 745068064,
1, kernel, 29, 21, 744783742,
1, kernel, 29, 22, 745188520,
1, kernel, 29, 23, 744841740,
1, kernel, 29, 24, 744490066,
1, kernel, 29, 25, 744642825,
1, kernel, 29, 26, 745292277,
1, kernel, 29, 27, 745498046,
1, kernel, 29, 28, 745517913,
1, , 29, , -489961415
1, kernel, 30, 0, 131899,
1, kernel, 30, 1, 752275265,
1, kernel, 30, 2, 745265504,
1, kernel, 30, 3, 744689915,
1, kernel, 30, 4, 746405975,
1, kernel, 30, 5, 744679419,
1, kernel, 30, 6, 745469721,
1, kernel, 30, 7, 744604471,
1, kernel, 30, 8, 745750835,
1, kernel, 30, 9, 748080893,
1, kernel, 30, 10, 746499479,
1, kernel, 30, 11, 745495367,
1, kernel, 30, 12, 744766797,
1, kernel, 30, 13, 745070415,
1, kernel, 30, 14, 745622971,
1, kernel, 30, 15, 744559676,
1, kernel, 30, 16, 745138354,
1, kernel, 30, 17, 745009066,
1, kernel, 30, 18, 745860596,
1, kernel, 30, 19, 744916295,
1, kernel, 30, 20, 745438665,
1, kernel, 30, 21, 745123270,
1, kernel, 30, 22, 744319071,
1, kernel, 30, 23, 745872344,
1, kernel, 30, 24, 746341298,
1, kernel, 30, 25, 752081540,
1, kernel, 30, 26, 745160127,
1, kernel, 30, 27, 745101648,
1, kernel, 30, 28, 746135600,
1, kernel, 30, 29, 744896831,
1, , 30, , 275172270
1, kernel, 31, 0, 133075,
1, kernel, 31, 1, 753694143,
1, kernel, 31, 2, 744621951,
1, kernel, 31, 3, 745508276,
1, kernel, 31, 4, 744868388,
1, kernel, 31, 5, 744836146,
