0, layerforward, 8192, 220971,
0, bpnnCPU, 8192, 3004,
0, adjust_weights, 8192, 3004,
T, ,8192, ,924958
0, layerforward, 9216, 242259,
0, bpnnCPU, 9216, 1968,
0, adjust_weights, 9216, 1968,
T, ,9216, ,985764
0, layerforward, 10240, 267069,
0, bpnnCPU, 10240, 1866,
0, adjust_weights, 10240, 1866,
T, ,10240, ,1091741
0, layerforward, 11264, 314183,
0, bpnnCPU, 11264, 2150,
0, adjust_weights, 11264, 2150,
T, ,11264, ,1254263
0, layerforward, 12288, 318258,
0, bpnnCPU, 12288, 2365,
0, adjust_weights, 12288, 2365,
T, ,12288, ,1330686
0, layerforward, 13312, 343349,
0, bpnnCPU, 13312, 1893,
0, adjust_weights, 13312, 1893,
T, ,13312, ,1409880
0, layerforward, 14336, 368744,
0, bpnnCPU, 14336, 1980,
0, adjust_weights, 14336, 1980,
T, ,14336, ,1518742
0, layerforward, 15360, 395365,
0, bpnnCPU, 15360, 2138,
0, adjust_weights, 15360, 2138,
T, ,15360, ,1661044
0, layerforward, 16384, 420399,
0, bpnnCPU, 16384, 1842,
0, adjust_weights, 16384, 1842,
T, ,16384, ,1746240
0, layerforward, 17408, 447958,
0, bpnnCPU, 17408, 2116,
0, adjust_weights, 17408, 2116,
T, ,17408, ,1929463
0, layerforward, 18432, 470478,
0, bpnnCPU, 18432, 2315,
0, adjust_weights, 18432, 2315,
T, ,18432, ,1933673
0, layerforward, 19456, 496285,
0, bpnnCPU, 19456, 2204,
0, adjust_weights, 19456, 2204,
T, ,19456, ,2050134
0, layerforward, 20480, 559637,
0, bpnnCPU, 20480, 2339,
0, adjust_weights, 20480, 2339,
T, ,20480, ,2201330
0, layerforward, 21504, 550252,
0, bpnnCPU, 21504, 4144,
0, adjust_weights, 21504, 4144,
T, ,21504, ,2329070
0, layerforward, 22528, 579122,
0, bpnnCPU, 22528, 2219,
0, adjust_weights, 22528, 2219,
T, ,22528, ,2428014
0, layerforward, 23552, 605121,
0, bpnnCPU, 23552, 2106,
0, adjust_weights, 23552, 2106,
T, ,23552, ,2565800
0, layerforward, 24576, 657529,
0, bpnnCPU, 24576, 1909,
0, adjust_weights, 24576, 1909,
T, ,24576, ,2664980
0, layerforward, 25600, 667741,
0, bpnnCPU, 25600, 2192,
0, adjust_weights, 25600, 2192,
T, ,25600, ,2760201
0, layerforward, 26624, 684633,
0, bpnnCPU, 26624, 2312,
0, adjust_weights, 26624, 2312,
T, ,26624, ,2980678
0, layerforward, 27648, 711784,
0, bpnnCPU, 27648, 2293,
0, adjust_weights, 27648, 2293,
T, ,27648, ,3021511
0, layerforward, 28672, 783618,
0, bpnnCPU, 28672, 2231,
0, adjust_weights, 28672, 2231,
T, ,28672, ,3230537
0, layerforward, 29696, 796077,
0, bpnnCPU, 29696, 2360,
0, adjust_weights, 29696, 2360,
T, ,29696, ,3311182
0, layerforward, 30720, 794960,
0, bpnnCPU, 30720, 2496,
0, adjust_weights, 30720, 2496,
T, ,30720, ,3456557
0, layerforward, 31744, 829700,
0, bpnnCPU, 31744, 2510,
0, adjust_weights, 31744, 2510,
T, ,31744, ,3719819
0, layerforward, 32768, 880971,
0, bpnnCPU, 32768, 2552,
0, adjust_weights, 32768, 2552,
T, ,32768, ,4017024
0, layerforward, 33792, 874749,
0, bpnnCPU, 33792, 2407,
0, adjust_weights, 33792, 2407,
T, ,33792, ,3990103
